playerID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
antoncl01,NULL,Clyde,NULL,Anton,NULL,NULL,NULL,NULL,G,0,0,0,0,none,"Ohio State?",0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
araujra01,Rafael,Rafael,Paulo,Araujo,NULL,NULL,NULL,NULL,C,0,0,83,290,"Brigham Young","Arizona Western JC",1980-08-12,Curitiba,NULL,BRA,"Padre Anacleto","Sao Paulo",NULL,BRA,0000-00-00,W
arcenst01,Stacey,Stacey,NULL,Arceneaux,NULL,"Robert L. Stacey",NULL," Bob Arceneaux in hs",F,0,0,76,210,"Iowa State (dnp) ?",NULL,1936-02-17,NULL,NULL,NULL,Taft,"New York",NY,USA,0000-00-00,B
archige01,NULL,Gerald,Bruce,Archibald,NULL,NULL,NULL,Gerry,G,0,0,72,170,none,NULL,1907-08-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1990-11-25,W
archina01,Nate,Nathaniel,NULL,Archibald,NULL,NULL,NULL,"Nate, Tiny",G,0,0,73,150,UTEP,"Arizona Western JC",1948-09-02,"New York",NY,USA,"DeWitt Clinton",Bronx,NY,USA,0000-00-00,B
archiro01,Robert,Robert,Michael,Archibald,NULL,NULL,NULL,NULL,F,0,0,83,250,Illinois,NULL,1980-03-29,Paisley,NULL,SCO,Lafayette,Ballwin,MO,USA,0000-00-00,W
ardji01,Jim,Jimmie,Lee,Ard,NULL,NULL,NULL,Jim,F-C,0,0,80,215,Cincinnati,NULL,1948-09-19,Harvey,IL,USA,"Thornton Township",Harvey,IL,USA,0000-00-00,B
ardonja01,NULL,Jaak,NULL,Ardon,NULL,NULL,NULL,Jack,C,0,0,81,215,Tulane,NULL,1939-10-13,NULL,NULL,EST,Lakewood,Lakewood,NJ,USA,2000-02-18,W
arenagi01,Gilbert,Gilbert,Jay,Arenas,NULL,NULL,NULL,"Agent Zero",G,0,0,75,191,"Arizona ",NULL,1982-01-06,Tampa,FL,USA,Grant,"Van Nuys",CA,USA,0000-00-00,B
arizatr01,Trevor,Trevor,Anthony,Ariza,NULL,NULL,NULL,NULL,F,0,0,79,194,UCLA,NULL,1985-06-30,Miami,FL,USA,Westchester,"Los Angeles",CA,USA,0000-00-00,B
arizipa01,Paul,Paul,Joseph,Arizin,NULL,NULL,NULL,"Pitchin' Paul",F-G,0,0,74,190,Villanova,NULL,1928-04-09,Philadelphia,PA,USA,"LaSalle (DNP)",Philadelphia,PA,USA,2006-12-12,W
arlaujo01,Joe,Joseph,NULL,Arlauckas,NULL,NULL,NULL,Joe,F-C,0,0,81,230,Niagara,NULL,1965-07-20,Rochester,NY,USA,Jefferson,Rochester,NY,USA,0000-00-00,W
armstbj01,B.J.,Benjamin,Roy,Armstrong,NULL,NULL,Jr.,"B.J., The Kid",G,0,0,74,175,Iowa,NULL,1967-09-09,Detroit,MI,USA,"Brother Rice",Birmingham,MI,USA,0000-00-00,B
armstbo01,Bob,T.,Robert,Armstrong,NULL,NULL,NULL,Bob,C-F,0,0,80,220,"Michigan State",NULL,1933-06-17,Detroit,MI,USA,Holland,Holland,MI,USA,0000-00-00,W
armstbo02,NULL,Bob,NULL,Armstrong,NULL,NULL,NULL,NULL,F,0,0,73,180,"Glenville State",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
armstbr01,Brandon,Brandon,Simone,Armstrong,NULL,NULL,NULL,NULL,G,0,0,77,185,Pepperdine,NULL,1980-06-16,"San Francisco",CA,USA,Vallejo,Vallejo,CA,USA,0000-00-00,B
armstcu01,Curly,Paul,Carlyle,Armstrong,NULL,NULL,NULL,Curly,G-F,0,0,71,170,Indiana,NULL,1918-11-01,NULL,NULL,NULL,Central,"Fort Wayne",IN,USA,1983-06-06,W
armstda01,Darrell,Darrell,Eugene,Armstrong,NULL,NULL,NULL,NULL,G,0,0,72,169,"Fayetteville State",NULL,1968-06-22,Gastonia,NC,USA,Ashbrook,Gastonia,NC,USA,0000-00-00,B
armsthi01,Hilton,Hilton,A.,Armstrong,NULL,NULL,Jr.,NULL,F-C,0,0,83,235,Connecticut,NULL,1984-11-11,Peekskill,NY,USA,Peekskill,Peekskill,NY,USA,0000-00-00,B
armstsc01,NULL,Scott,NULL,Armstrong,NULL,NULL,NULL,Scotty,F-C,0,0,76,190,Butler,NULL,1913-10-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1997-08-20,W
armstta01,Tate,Michel,Taylor,Armstrong,NULL,NULL,NULL,Tate,G,0,0,74,175,Duke,NULL,1955-10-05,Moultrie,GA,USA,"Spring Woods",Houston,TX,USA,0000-00-00,W
arndtfr01,NULL,Fred,NULL,Arndt,NULL,NULL,NULL,NULL,F,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,Hammond,Hammond,IN,USA,0000-00-00,W
arnelje01,Jesse,Hugh,Jesse,Arnelle,NULL,NULL,NULL,Jesse,F,0,0,77,220,"Penn State",NULL,1933-12-30,"New Rochelle",NY,USA,"New Rochelle","New Rochelle",NY,USA,0000-00-00,B
arnetbi01,NULL,Bill,NULL,Arnett,NULL,NULL,NULL,NULL,G,0,0,72,180,LIU,"Tusculum College (TN)",0000-00-00,NULL,NULL,NULL,"Happy Valley",Elizabethton,TN,USA,0000-00-00,W
arnetja01,Jay,Jay,Hoyland,Arnette,NULL,NULL,NULL,NULL,G,0,0,74,175,Texas,NULL,1938-12-19,Austin,TX,USA,McCallum,Austin,TX,USA,0000-00-00,W
arnzebo01,Bob,Robert,Louis,Arnzen,NULL,NULL,NULL,Bob,F,0,0,77,205,"Notre Dame",NULL,1947-11-03,Covington,KY,USA,"St. Xavier",Cincinnati,OH,USA,0000-00-00,W
arnzest01,NULL,Stanley,NULL,Arnzen,NULL,NULL,NULL,"Stan, Pete",F,0,0,71,170,"Morehead State","Thomas More",1914-08-08,NULL,NULL,NULL,Newport,Newport,KY,USA,0000-00-00,W
arroyca01,Carlos,Carlos,Alberto,"Arroyo Bermudez",NULL,NULL,NULL,NULL,G,0,0,74,202,"Florida International",NULL,1979-07-30,"Rio Piedras",NULL,PUR,"Brookwood / Colegio Santiago Apostol","Thomasville / Fajardo","GA / PR","USA / PUR",0000-00-00,W
artesro01,Metta,Metta,NULL,"World Peace",NULL,"Ronald William Artest",NULL,Ron,G-F,0,0,78,244,"St. John's (NY)",NULL,1979-11-13,Queensbridge,NY,USA,"LaSalle Academy","New York",NY,USA,0000-00-00,B
arthuda01,Darrell,Darrell,Antwonne,"Arthur ",NULL,NULL,NULL,NULL,F,0,0,81,225,"Kansas ",NULL,1988-03-25,Dallas,TX,USA,"South Oak Cliff",Dallas,TX,USA,0000-00-00,B
arthujo01,John,John,Charles,Arthurs,NULL,NULL,NULL,NULL,G,0,0,76,185,Tulane,NULL,1947-08-15,NULL,NULL,NULL,DeLaSalle,"New Orleans",LA,USA,0000-00-00,W
ashbi01,Bill,William,NULL,Ash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
asikom01,Omer,Omer,Faruk,Asik,NULL,NULL,NULL,NULL,C-F,0,0,84,255,none,NULL,1986-07-04,Bursa,NULL,TUR,NULL,NULL,NULL,NULL,0000-00-00,W
askewvi01,Vincent,Vincent,Jerome,Askew,NULL,NULL,NULL,NULL,G-F,0,0,77,210,"Memphis State",NULL,1966-02-28,Memphis,TN,USA,Frayser,Memphis,TN,USA,0000-00-00,B
askinke01,Keith,Keith,Bernard,Askins,NULL,NULL,NULL,NULL,G-F,0,0,79,197,Alabama,NULL,1967-12-15,Athens,AL,USA,Athens,Athens,AL,USA,0000-00-00,B
asmondo01,Don,Donald,A.,Asmonga,NULL,NULL,NULL,Don,G,0,0,74,185,"California (PA)",Alliance,1928-02-15,NULL,NULL,NULL,Homestead,Homestead,PA,USA,0000-00-00,W
athadi01,Dick,Richard,E.,Atha,NULL,NULL,NULL,Dick,G,0,0,74,190,"Indiana State",NULL,1931-09-21,Otterbein,IN,USA,Otterbein,Otterbein,IN,USA,0000-00-00,W
athasal01,NULL,Alexander,NULL,Athas,NULL,NULL,NULL,"Alex, Greek",G,0,0,74,180,Tulane,NULL,1922-10-06,NULL,NULL,NULL,"Warren Easton","New Orleans",LA,USA,2009-04-29,W
atkinch01,Chucky,Kenneth,Lavon,Atkins,NULL,NULL,NULL,Chucky,G,0,0,71,160,"South Florida",NULL,1974-08-14,Orlando,FL,USA,Evans,Orlando,FL,USA,0000-00-00,B
attleal01,Al,Alvin,A.,Attles,NULL,NULL,Jr.,"Al, Destroyer",G,0,0,72,175,"North Carolina A&T",NULL,1936-11-07,Newark,NJ,USA,Weequahic,Newark,NJ,USA,0000-00-00,B
aubucch01,Chet,Chester,J.,Aubuchon,NULL,NULL,Jr.,Chet,G,0,0,70,137,"Michigan State",NULL,1916-05-18,Gary,IN,USA,"Horace Mann",Gary,IN,USA,2005-04-14,W
auerbre01,Red,Red,NULL,Auerbach,NULL,NULL,NULL,NULL,NULL,0,0,70,170,"George Washington",NULL,1917-09-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
augmost01,Stacey,Stacey,Orlando,Augmon,NULL,NULL,NULL,"The Plastic Man",G-F,0,0,78,205,UNLV,NULL,1968-08-01,Pasadena,CA,USA,"John Muir",Pasadena,CA,USA,0000-00-00,B
augusdj01,D.J.,Darrell,Gerard,Augustin,NULL,NULL,Jr.,D.J.,G,0,0,72,180,Texas,NULL,1987-11-10,"New Orleans",LA,USA,"Brother Martin / Fort Bend Hightower","New Orleans / Houston","LA / TX",USA,0000-00-00,B
augusja01,James,James,Dale,Augustine,NULL,NULL,NULL,NULL,F,0,0,82,235,Illinois,NULL,1984-02-27,Midlothian,IL,USA,"Lincoln-Way Central",Mokena,IL,USA,0000-00-00,W
austica01,NULL,Carl,NULL,Austing,NULL,NULL,NULL,NULL,F-C,0,0,76,180,Cincinnati,NULL,1910-04-25,NULL,NULL,NULL,Elder,Cincinnati,OH,USA,1992-03-25,W
austiis01,Isaac,Isaac,Edward,Austin,NULL,NULL,NULL,Ike,F-C,0,0,82,255,"Arizona State","Kings River (CA)",1969-08-18,Gridley,CA,USA,"Las Plumas",Oroville,CA,USA,0000-00-00,B
austijo01,Johnny,John,W.,Austin,NULL,NULL,NULL,Johnny,G,0,0,72,170,"Boston College",NULL,1944-08-31,Washington,DC,USA,"DeMatha / Archbishop Carroll","Hyattsville / Washington",MD/DC,USA,0000-00-00,B
austike01,Ken,Ken,NULL,Austin,NULL,NULL,NULL,NULL,F,0,0,81,200,Rice,NULL,1961-07-15,"Los Angeles",CA,USA,"Verbum Dei","Los Angeles",CA,USA,0000-00-00,B
aventan01,Anthony,Anthony,NULL,Avent,NULL,NULL,NULL,A.A.,F,0,0,81,235,"Seton Hall",NULL,1969-10-18,"Rocky Mount",NC,USA,"M.X. Shabbaz",Newark,NJ,USA,0000-00-00,B
averibi01,Bird,William,Rodney,Averitt,NULL,NULL,NULL,Bird,G,0,0,73,170,Pepperdine,NULL,1952-07-22,Hopkinsville,KY,USA,Hopkinsville,Hopkinsville,KY,USA,0000-00-00,B
averywi01,William,William,NULL,Avery,NULL,NULL,NULL,Will,G,0,0,74,180,Duke,NULL,1979-08-08,Augusta,GA,USA,"Westside / Oak Hill Academy","Augusta / Mouth of Wilson","GA / VA",USA,0000-00-00,B
awtrede01,Dennis,Dennis,Wade,Awtrey,NULL,NULL,NULL,NULL,C,0,0,82,235,"Santa Clara",NULL,1948-02-22,Hollywood,CA,USA,Blackford,"San Jose",CA,USA,0000-00-00,W
ayersra01,Randy,Randy,NULL,Ayers,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
ayongu01,Gustavo,Gustavo,Alfonso,"Ayon Aguirre",NULL,NULL,NULL,NULL,F-C,0,0,82,250,UPAEP-Mexico,NULL,1985-04-01,"Tepoic, Nayarit",NULL,MEX,NULL,NULL,NULL,NULL,0000-00-00,W
azubuke01,Kelenna,Kelenna,David,Azubuike,NULL,NULL,NULL,NULL,G,0,0,77,220,Kentucky,NULL,1983-12-16,London,NULL,ENG,"Victory Christian School",Tulsa,OK,USA,0000-00-00,B
babbilu01,Luke,Luke,Robert,Babbitt,NULL,NULL,NULL,NULL,F,0,0,81,225,Nevada-Reno,NULL,1989-06-20,Cincinnati,OH,USA,Galena,Reno,NV,USA,0000-00-00,W
babicmi01,Milos,Milos,NULL,Babic,NULL,NULL,NULL,NULL,C-F,0,0,84,240,"Tennessee Tech",NULL,1968-11-23,Kraljevo,NULL,YUG,Kraljevo,Kraljevo,NULL,YUG,0000-00-00,W
bachjo01,Johnny,John,William,Bach,NULL,NULL,NULL,Johnny,F-G,0,0,74,180,Fordham,"Fordham / Rochester / Brown",1924-07-10,Brooklyn,NY,USA,"St. John's Prep",Brooklyn,NY,USA,0000-00-00,W
baconhe01,Henry,William,Henry,Bacon,NULL,NULL,NULL,Henry,G,0,0,75,205,Louisville,NULL,1948-07-05,Louisville,KY,USA,Male,Louisville,KY,USA,0000-00-00,B
badgeed01,Ed,Ed,NULL,Badger,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
baechji01,Jim,James,Edward,Baechtold,NULL,NULL,NULL,Jim,F-G,0,0,76,205,"Eastern Kentucky",NULL,1927-12-09,McKeesport,PA,USA,Moon,Coraopolis,PA,USA,2011-08-29,W
baerca01,NULL,Carl,NULL,Baer,NULL,NULL,NULL,NULL,C,0,0,77,0,NULL,NULL,0000-00-00,"(ht) Aliquippa",PA,USA,Aliquippa,Aliquippa,PA,USA,0000-00-00,W
bagarda01,Dalibor,Dalibor,NULL,Bagaric,NULL,NULL,NULL,NULL,C,0,0,85,255,none,NULL,1980-02-07,Munich,NULL,GER,NULL,NULL,NULL,NULL,0000-00-00,W
baglejo01,John,John,Edward,Bagley,NULL,NULL,NULL,Bags,G,0,0,72,185,"Boston College",NULL,1960-04-23,Bridgeport,CT,USA,"Warren Harding",Bridgeport,CT,USA,0000-00-00,B
baileca01,Carl,Carl,NULL,Bailey,NULL,NULL,NULL,NULL,C,0,0,84,210,Tuskegee,NULL,1958-04-23,Birmingham,AL,USA,Jackson-Olin,Birmingham,AL,USA,0000-00-00,B
bailegu01,Gus,Augustus,NULL,Bailey,NULL,NULL,NULL,Gus,G-F,0,0,77,185,UTEP,NULL,1951-02-18,Gibson,NC,USA,Burgess,"El Paso",TX,USA,1988-11-28,B
baileja01,James,James,L.,Bailey,NULL,NULL,NULL,"Jammin' James",F-C,0,0,81,220,Rutgers,NULL,1957-05-21,Dublin,GA,USA,Xaverian,Westwood,MA,USA,0000-00-00,B
baileth01,Thurl,Thurl,Lee,Bailey,NULL,NULL,NULL,"Big T.",F-C,0,0,83,215,"North Carolina State",NULL,1961-04-07,Washington,DC,USA,Bladensburg,Bladensburg,MD,USA,0000-00-00,B
baileto01,Toby,John,Garfield,Bailey,NULL,NULL,Jr.,Toby,G,0,0,78,213,UCLA,NULL,1975-11-19,"Los Angeles",CA,USA,Loyola,"Los Angeles",CA,USA,0000-00-00,B
bairdfr01,NULL,Frank,A.,Baird,NULL,NULL,NULL,NULL,G-F,0,0,71,160,Butler,NULL,1912-04-10,NULL,NULL,NULL,"Arsenal Tech",Indianapolis,IN,USA,2007-03-20,W
bakerar01,NULL,Art,NULL,Bakeraitis,NULL,NULL,NULL,NULL,F-C,0,0,76,210,"Bay City JC",NULL,0000-00-00,NULL,NULL,NULL,"Bay City Central","Bay City",MI,USA,0000-00-00,W
bakerbo01,NULL,Bob,NULL,Baker,NULL,NULL,NULL,NULL,G,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
bakerji01,Jimmie,Jimmie,NULL,Baker,NULL,NULL,Jr.,NULL,F,0,0,81,220,Hawaii,UNLV,1953-12-25,Philadelphia,PA,USA,Olney,Philadelphia,PA,USA,0000-00-00,B
bakerla01,LaMark,LaMark,Anthony,Baker,NULL,NULL,NULL,Mark,G,0,0,73,175,"Ohio State",NULL,1969-11-11,Dayton,OH,USA,"Paul L. Dunbar",Dayton,OH,USA,0000-00-00,B
bakerma01,Maurice,Maurice,NULL,Baker,NULL,NULL,NULL,NULL,G,0,0,73,175,"Oklahoma State","Dixie College",1979-07-28,"Granite City",IL,USA,Madison,Madison,IL,USA,0000-00-00,B
bakerno01,Norm,Norman,Henry,Baker,NULL,NULL,NULL,"Norm, The Swede",G,0,0,72,180,none,McGill?,1923-02-17,Victoria,BC,CAN,NULL,NULL,NULL,NULL,1989-04-23,W
bakervi01,Vin,Vincent,Lamont,Baker,NULL,NULL,NULL,Vin,F,0,0,82.5,232,Hartford,NULL,1971-11-23,"Lake Wales",FL,USA,"Old Saybrook","Old Saybrook",CT,USA,0000-00-00,B
balkmre01,Renaldo,Renaldo,NULL,Balkman,NULL,NULL,NULL,NULL,F,0,0,80,208,"South Carolina",NULL,1984-07-14,"Staten Island",NY,USA,"Laurinburg / IMG Academy / Blake / Armwood","Laurinburg / Bradenton / Tampa / Seffner",NC/FL/FL/FL,USA,0000-00-00,B
ballagr01,Greg,Gregory,NULL,Ballard,NULL,NULL,NULL,Greg,F,0,0,79,215,Oregon,Shasta,1955-01-29,"Los Angeles",CA,USA,Garey,Pomona,CA,USA,0000-00-00,B
ballce01,Cedric,Cedric,Glenn,Ball,NULL,NULL,NULL,NULL,F,0,0,80,210,UNC-Charlotte,NULL,1968-04-16,Worcester,MA,USA,South,Worcester,MA,USA,0000-00-00,B
ballhe01,NULL,Herbert,NULL,Ball,NULL,NULL,NULL,Herb,F-G,0,0,0,0,"Western Kentucky","Wilson JC",1918-07-27,NULL,NULL,NULL,Lindbloom,Chicago,IL,USA,2000-04-18,W
baltihe01,Herschel,Herschel,David,Baltimore,NULL,NULL,NULL,Herk,F,0,0,76,195,"Penn State",NULL,1921-06-21,"(ht) New Castle",PA,USA,"New Castle Senior","New Castle",PA,USA,1968-01-01,W
banksge01,Gene,Eugene,Lavon,Banks,NULL,NULL,NULL,"Gene, Tinkerbell",F-G,0,0,79,215,Duke,NULL,1959-05-15,Philadelphia,PA,USA,West,Philadelphia,PA,USA,0000-00-00,B
banksma01,Marcus,Arthur,LeMarcus,Banks,NULL,NULL,III,Marcus,G,0,0,74,200,UNLV,"Dixie College",1981-11-19,"Las Vegas",NV,USA,"Cimarron Memorial","Las Vegas",NV,USA,0000-00-00,B
bankswa01,Walker,Walker,Burrell,Banks,NULL,NULL,Jr.,NULL,C,0,0,82,205,"Western Kentucky",NULL,1947-08-26,NULL,NULL,NULL,"Clifton Forge","Clifton Forge",VA,USA,0000-00-00,B
bannike01,Ken,Kenneth,Darnell,Bannister,NULL,NULL,NULL,"Ken, The Animal",F-C,0,0,81,235,"St. Augustine","Trinidad St. JC/Indiana State",1960-04-01,Baltimore,MD,USA,Southwestern,Baltimore,MD,USA,0000-00-00,B
bantomi01,Mike,Michael,Allen,Bantom,NULL,NULL,NULL,Mike,F-C,0,0,81,200,"St. Joseph's (PA)",NULL,1951-12-03,Philadelphia,PA,USA,"Roman Catholic",Philadelphia,PA,USA,0000-00-00,B
barbejo01,John,John,NULL,Barber,NULL,NULL,NULL,NULL,F,0,0,78,210,"Los Angeles State",NULL,1927-06-27,NULL,NULL,NULL,Pruitt,Atlanta,TX,USA,0000-00-00,B
barbole01,Leandro,Leandro,Mateus,Barbosa,NULL,NULL,NULL,Leandrinho,G,0,0,75,176,none,NULL,1982-11-28,"Sao Paulo",SP,BRA,NULL,NULL,NULL,NULL,0000-00-00,B
bardost01,Steve,Stephen,Dean,Bardo,NULL,NULL,NULL,Steve,G,0,0,77,190,Illinois,NULL,1968-04-05,Henderson,KY,USA,Carbondale,Carbondale,IL,USA,0000-00-00,B
bareajo01,Jose,Jose,Juan,"Barea Mora",NULL,NULL,NULL,"J. J.",G,0,0,71,175,Northeastern,NULL,1984-06-26,Mayaguez,PR,PUR,"Miami Christian",Miami,FL,USA,0000-00-00,W
bargnan01,Andrea,Andrea,NULL,Bargnani,NULL,NULL,NULL,NULL,F,0,0,84,225,none,NULL,1985-10-26,Rome,NULL,ITA,NULL,NULL,NULL,NULL,0000-00-00,W
barkecl01,Cliff,Clifford,Eugene,Barker,NULL,NULL,NULL,Cliff,G,0,0,74,185,Kentucky,NULL,1921-01-15,Yorktown,IN,USA,Yorktown,Yorktown,IN,USA,1998-03-17,W
barkefr01,NULL,Fred,NULL,Barker,NULL,NULL,NULL,NULL,F,0,0,76,200,"Murray State JC",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
barketo01,Tom,Thomas,Kevin,Barker,NULL,NULL,NULL,Tom,C-F,0,0,83,225,Hawaii,"Minnesota/Southern Idaho",1955-03-11,Harlingen,TX,USA,Welasco,Harlingen,TX,USA,0000-00-00,B
barklch01,Charles,Charles,Wade,Barkley,NULL,NULL,NULL,"Sir Charles, Chuck, The Chuckster",F,0,0,77,250,Auburn,NULL,1963-02-20,Leeds,AL,USA,Leeds,Leeds,AL,USA,0000-00-00,B
barkler01,Erick,Erick,NULL,Barkley,NULL,NULL,NULL,NULL,G,0,0,73,177,"St. John's (NY)",NULL,1978-02-21,Brooklyn,NY,USA,"Christ the King / Maine Central Institute","Middle Village / Pittsfield","NY / ME",USA,0000-00-00,B
barksdo01,Don,Donald,Argee,Barksdale,NULL,NULL,NULL,NULL,F-C,0,0,78,200,UCLA,"Marin JC",1923-03-31,Oakland,CA,USA,Berkeley,Berkeley,CA,USA,1993-03-08,B
barlelo01,NULL,Louis,Peter,Barle,NULL,NULL,NULL,"Lou, Fats",F,0,0,73,200,Minnesota-Duluth,NULL,1916-06-23,Gilbert,MN,USA,Gilbert,Gilbert,MN,USA,1996-12-30,W
barnasa01,NULL,Samuel,C.,Barnard,NULL,NULL,NULL,Sam,F,0,0,78,225,"Iowa State","Wisconsin / Drake Law School",1937-12-28,Oshkosh,WI,USA,Oshkosh,Oshkosh,WI,USA,2003-05-23,W
barnedi01,Dick,Richard,NULL,Barnett,NULL,NULL,NULL,"Dick, Skull, Fall Back Baby",G-F,0,0,76,190,"Tennessee State",NULL,1936-10-02,Gary,IN,USA,Roosevelt,Gary,IN,USA,0000-00-00,B
barneha01,Harry,Harry,J.,Barnes,NULL,NULL,NULL,NULL,F,0,0,75,205,Northeastern,NULL,1945-07-25,Youngstown,OH,USA,NULL,NULL,NULL,NULL,0000-00-00,B
barneji01,Jim,Velvet,James,Barnes,NULL,NULL,NULL,"Jim, Bad News",C-F,0,0,80,210,"Texas Western","Cameron JC",1941-04-13,Tuckerman,AR,USA,Stillwater,Stillwater,OK,USA,2002-09-14,B
barneji02,Jim,James,Franklin,Barnett,NULL,NULL,NULL,Jim,G-F,0,0,76,170,Oregon,NULL,1944-07-07,Greenville,SC,USA,Ramona,Riverside,CA,USA,0000-00-00,W
barnema01,Marvin,Marvin,Jerome,Barnes,NULL,NULL,NULL,"Good News, The Magnificent",F-C,0,0,80,210,Providence,NULL,1952-07-27,Providence,RI,USA,Central,Providence,RI,USA,0000-00-00,B
barnema02,Matt,Matt,Kelly,Barnes,NULL,NULL,NULL,NULL,F,0,0,79,235,UCLA,NULL,1980-03-09,"Santa Clara",CA,USA,"Del Campo",Sacramento,CA,USA,0000-00-00,B
barnena01,Nate,Nathaniel,NULL,Barnett,NULL,NULL,Jr.,Nate,G,0,0,75,175,Akron,NULL,1953-01-29,NULL,NULL,NULL,Mervo,Baltimore,MD,USA,0000-00-00,B
barnere01,NULL,Rex,Edward,Barney,NULL,NULL,NULL,NULL,G,0,0,74,185,none,NULL,1924-12-19,Omaha,NE,USA,"Creighton Prep",Omaha,NE,USA,1997-08-12,W
barnesh01,NULL,Shannie,S.,Barnett,NULL,NULL,NULL,NULL,F-C,0,0,75,175,none,NULL,1919-02-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1991-07-02,B
barnhjo01,John,John,Anthony,Barnhill,NULL,NULL,NULL,Rabbit,G,0,0,73,170,"Tennessee State",NULL,1938-03-20,Evansville,IN,USA,Lincoln,Evansville,IN,USA,0000-00-00,B
barnhle01,Leo,Leo,A.,Barnhorst,NULL,NULL,NULL,Barney,F-G,0,0,76,190,"Notre Dame",NULL,1924-05-17,"Beech Grove",IN,USA,Cathedral,Indianapolis,IN,USA,2000-08-25,W
barnhno01,Norton,Norton,NULL,Barnhill,NULL,NULL,NULL,NULL,G,0,0,76,205,"Washington State",NULL,1953-07-15,Winston-Salem,NC,USA,"West Forsyth / Anderson / Atkins","Clemmons / Winston-Salem / Winston-Salem",NC,USA,0000-00-00,B
baronto01,Tony,Tony,NULL,Barone,NULL,NULL,NULL,NULL,NULL,0,0,0,0,Duke,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
barrean01,Andre,Andre,Rashawd,Barrett,NULL,NULL,NULL,NULL,G,0,0,70,172,"Seton Hall",NULL,1982-02-21,Bronx,NY,USA,Rice,"New York",NY,USA,0000-00-00,B
barreer01,Ernie,Ernie,Drew,Barrett,NULL,NULL,NULL,"Black Jack",G-F,0,0,75,180,"Kansas State",NULL,1929-08-27,Pratt,KS,USA,Wellington,Wellington,KS,USA,0000-00-00,W
barremi01,Mike,Michael,Thomas,Barrett,NULL,NULL,NULL,"Mike, Bird Man",G,0,0,74,155,"West Virginia Tech",NULL,1943-09-05,Montgomery,WV,USA,Richwood,Richwood,WV,USA,2011-08-09,W
barrito01,Tom,Tom,NULL,Barrise,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
barrjo01,John,John,E.,Barr,NULL,NULL,NULL,Johnny,F,0,0,75,205,"Penn State",NULL,1918-08-08,NULL,NULL,NULL,Shamokin,Shamokin,PA,USA,2002-07-01,W
barrmi01,Mike,Michael,J.,Barr,NULL,NULL,NULL,Mike,G,0,0,75,180,Duquesne,NULL,1950-10-19,Canton,OH,USA,Lehman,Canton,OH,USA,0000-00-00,W
barrmo01,Moe,Thomas,L.,Barr,NULL,NULL,NULL,Moe,G,0,0,76,195,Duquesne,NULL,1944-06-19,"(ht) Pittsburgh",PA,USA,"Penn Hills","Penn Hills",PA,USA,0000-00-00,W
barroda01,Dana,Dana,Bruce,Barros,NULL,NULL,NULL,NULL,G,0,0,71,163,"Boston College",NULL,1967-04-13,Boston,MA,USA,Xaverian,Westwood,MA,USA,0000-00-00,B
barroea01,Earl,Earl,Daniel,Barron,NULL,NULL,Jr.,NULL,C,0,0,84,245,Memphis,NULL,1981-08-14,Clarksdale,MS,USA,Clarksdale,Clarksdale,MS,USA,0000-00-00,B
barrybr01,Brent,Brent,Robert,Barry,NULL,NULL,NULL,Bones,G,0,0,78,185,"Oregon State",NULL,1971-12-31,Hempstead,NY,USA,"De La Salle Catholic",Concord,CA,USA,0000-00-00,W
barrydr01,Drew,Drew,William,Barry,NULL,NULL,NULL,NULL,G,0,0,77,190,"Georgia Tech",NULL,1973-02-17,Oakland,CA,USA,"De La Salle Catholic",Concord,CA,USA,0000-00-00,W
