id,playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note
138,adamsmi01,1988,1,DEN,NBA,77,0,2787,1424,71,212,283,490,166,11,180,149,1082,468,393,322,466,166,2,0,75,47,5,12,17,9,3,0,8,6,36,15,8,7,22,10,NULL
139,adamsmi01,1989,1,DEN,NBA,79,0,2690,1221,49,176,225,495,121,3,141,133,989,398,314,267,432,158,3,0,105,39,0,6,6,18,4,0,8,10,34,13,8,7,20,6,NULL
140,adamsmi01,1990,1,DEN,NBA,66,0,2346,1752,58,198,256,693,147,6,240,162,1421,560,529,465,564,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
141,adamsmi01,1991,1,WSB,NBA,78,0,2795,1408,58,252,310,594,145,9,212,162,1233,485,360,313,386,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
142,adamsmi01,1992,1,WSB,NBA,70,0,2499,1035,52,188,240,526,100,4,175,146,831,365,277,237,212,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
143,adamsmi01,1993,1,WSB,NBA,70,0,2337,849,37,146,183,480,96,6,167,140,698,285,270,224,191,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
144,adamsmi01,1994,1,CHH,NBA,29,0,443,188,6,23,29,95,23,1,26,41,148,67,30,25,81,29,1,0,11,4,0,1,1,2,0,0,0,0,5,2,0,0,2,0,NULL
145,adamsmi01,1995,1,CHH,NBA,21,0,329,114,5,17,22,67,21,4,25,25,83,37,35,26,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
146,adamsne01,1942,0,OSH,NBL,13,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
147,adamsra01,1937,0,OSH,NBL,12,0,0,62,0,0,0,0,0,0,0,0,0,26,0,10,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,5,0,7,0,0,NULL
148,adamsra01,1938,0,OSH,NBL,24,0,0,110,0,0,0,0,0,0,0,0,0,42,0,26,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,NULL
149,adamsra01,1939,0,OSH,NBL,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
150,adamsra01,1940,0,CHB,NBL,20,0,0,60,0,0,0,0,0,0,0,55,0,23,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
151,adamssp01,1938,0,SHE,NBL,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
152,adamssp01,1939,0,SHE,NBL,26,0,0,119,0,0,0,0,0,0,0,59,0,43,58,33,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,NULL
153,adamswi01,1937,0,FWE,NBL,16,0,0,58,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
154,addisra01,1986,1,PHO,NBA,62,0,711,359,41,65,106,45,27,7,54,75,331,146,64,51,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
155,addisra01,1991,1,NJN,NBA,76,0,1175,444,65,100,165,68,28,28,46,109,432,187,76,56,49,14,1,0,9,5,0,0,0,1,0,0,0,0,7,2,0,0,2,1,NULL
156,addisra01,1992,1,NJN,NBA,68,0,1164,428,45,87,132,53,23,11,64,125,411,182,70,57,34,7,5,0,53,17,3,3,6,5,3,0,3,3,21,7,3,3,0,0,NULL
157,addisra01,1994,1,DET,NBA,79,0,1776,656,67,175,242,109,53,25,70,236,586,279,99,74,83,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
158,addisra01,1995,1,CHH,NBA,53,0,516,171,25,65,90,30,9,9,27,74,165,77,22,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
159,addisra01,1996,1,CHH,NBA,41,0,355,128,19,26,45,34,8,3,17,52,122,49,28,22,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
160,adelmri01,1968,1,SDR,NBA,77,0,1448,485,0,0,216,238,0,0,0,158,449,177,204,131,0,0,6,0,187,70,0,0,15,29,0,0,0,18,53,24,37,22,0,0,NULL
161,adelmri01,1969,1,SDR,NBA,35,0,717,260,0,0,81,113,0,0,0,90,247,96,91,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
162,adelmri01,1970,1,POR,NBA,81,0,2303,1023,0,0,282,380,0,0,0,214,895,378,369,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
163,adelmri01,1971,1,POR,NBA,80,0,2445,809,0,0,229,413,0,0,0,209,753,329,201,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
164,adelmri01,1972,1,POR,NBA,76,0,1822,501,0,0,157,294,0,0,0,155,525,214,102,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
165,adelmri01,1973,1,CHI,NBA,55,0,618,182,16,53,69,56,36,1,0,63,170,64,76,54,0,0,9,0,108,39,1,9,10,7,7,0,0,5,34,16,11,7,0,0,NULL
166,adelmri01,1974,1,CHI,NBA,12,0,340,114,6,20,26,35,16,1,0,31,104,43,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
167,adelmri01,1974,2,NOJ,NBA,28,0,613,175,13,42,55,69,47,6,0,58,159,67,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
168,adelmri01,1974,3,KCO,NBA,18,0,121,30,6,8,14,8,7,1,0,12,28,13,5,4,0,0,6,0,34,12,1,1,2,3,1,0,0,9,9,3,8,6,0,0,NULL
169,adrieje01,2010,1,GSW,NBA,23,0,196,57,23,35,58,10,4,5,9,28,54,23,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
170,adrieje01,2011,1,HOU,NBA,8,0,63,21,5,17,22,1,0,2,2,13,16,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
171,afflaar01,2007,1,DET,NBA,75,0,976,276,36,101,137,52,31,8,34,83,241,99,87,68,48,10,12,0,84,14,0,5,5,6,4,0,1,5,18,7,0,0,2,0,NULL
172,afflaar01,2008,1,DET,NBA,74,0,1235,363,30,104,134,44,28,13,43,144,300,131,71,58,107,43,4,0,66,25,1,2,3,1,0,2,3,9,21,10,5,3,10,2,NULL
173,afflaar01,2009,1,DEN,NBA,82,0,2230,724,59,193,252,138,46,30,74,225,585,272,98,72,249,108,6,6,120,55,1,11,12,7,1,2,4,21,32,20,11,9,14,6,NULL
174,afflaar01,2010,1,DEN,NBA,69,69,2324,867,45,206,251,168,34,31,71,153,627,312,163,138,248,105,3,3,85,34,0,9,9,7,0,0,3,10,34,12,8,7,12,3,NULL
175,afflaar01,2011,1,DEN,NBA,62,62,2086,943,40,157,197,149,36,13,85,134,699,329,247,197,221,88,7,7,229,76,5,20,25,19,5,2,9,14,74,30,15,12,20,4,NULL
176,agerma01,2006,1,DAL,NBA,32,0,214,69,1,20,21,7,4,3,15,27,70,22,33,20,15,5,3,0,25,15,1,2,3,0,0,0,0,3,9,5,6,3,3,2,NULL
177,agerma01,2007,1,DAL,NBA,12,0,77,15,1,3,4,4,0,1,3,11,27,5,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
178,agerma01,2007,2,NJN,NBA,14,0,87,36,3,6,9,4,0,0,3,6,38,16,6,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
179,agerma01,2008,1,NJN,NBA,20,0,95,34,3,7,10,3,1,2,4,17,43,15,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
180,agerma01,2010,1,MIN,NBA,4,0,29,15,0,2,2,1,1,0,4,4,11,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
181,aguirma01,1981,1,DAL,NBA,51,0,1468,955,89,160,249,164,37,22,135,152,820,381,247,168,71,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
182,aguirma01,1982,1,DAL,NBA,81,0,2784,1979,191,317,508,332,80,26,261,247,1589,767,589,429,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
183,aguirma01,1983,1,DAL,NBA,79,0,2900,2330,161,308,469,358,80,22,285,246,1765,925,621,465,56,15,10,0,350,220,21,55,76,32,5,5,27,34,184,88,57,44,5,0,NULL
184,aguirma01,1984,1,DAL,NBA,80,0,2699,2055,188,289,477,249,60,24,253,250,1569,794,580,440,85,27,4,0,164,116,16,14,30,16,3,0,15,16,89,44,32,27,2,1,NULL
185,aguirma01,1985,1,DAL,NBA,74,0,2501,1670,177,268,445,339,62,14,252,229,1327,668,451,318,56,16,10,0,345,247,21,50,71,54,9,0,23,28,214,105,55,35,6,2,NULL
186,aguirma01,1986,1,DAL,NBA,80,0,2663,2056,181,246,427,254,84,30,217,243,1590,787,557,429,150,53,4,0,130,85,11,13,24,8,8,0,9,15,62,31,30,23,4,0,NULL
187,aguirma01,1987,1,DAL,NBA,77,0,2610,1932,182,252,434,278,70,57,203,223,1571,746,504,388,172,52,17,0,558,367,34,66,100,59,14,9,41,49,294,147,86,60,34,13,NULL
188,aguirma01,1988,1,DAL,NBA,44,0,1529,953,90,145,235,189,29,29,140,128,829,373,244,178,99,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
189,aguirma01,1988,2,DET,NBA,36,0,1068,558,56,95,151,89,16,7,68,101,441,213,149,110,75,22,17,0,462,214,26,49,75,28,8,3,20,38,182,89,38,28,29,8,NULL
190,aguirma01,1989,1,DET,NBA,78,0,2005,1099,117,188,305,145,34,19,121,201,898,438,254,192,93,31,20,0,439,219,31,60,91,27,10,3,30,51,184,86,52,39,24,8,NULL
191,aguirma01,1990,1,DET,NBA,78,0,2006,1104,134,240,374,139,47,20,128,209,909,420,317,240,78,24,15,0,397,234,17,44,61,29,12,1,20,41,178,90,51,42,33,12,NULL
192,aguirma01,1991,1,DET,NBA,75,0,1582,851,67,169,236,126,51,11,105,171,787,339,230,158,71,15,5,0,113,45,4,5,9,12,2,1,13,9,48,16,16,12,5,1,NULL
193,aguirma01,1992,1,DET,NBA,51,0,1056,503,43,109,152,104,17,7,68,100,422,187,129,99,83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
194,aguirma01,1993,1,LAC,NBA,39,0,859,413,28,88,116,104,21,8,70,98,348,163,72,50,93,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
195,ahearbl01,2007,1,MIA,NBA,10,0,159,65,0,15,15,15,6,0,17,16,50,14,29,28,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
196,ahearbl01,2008,1,SAS,NBA,3,0,18,8,0,1,1,2,1,0,1,3,6,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
197,ahearbl01,2011,1,UTA,NBA,4,0,30,10,0,2,2,1,0,0,5,4,14,4,0,0,9,2,3,0,8,5,0,0,0,2,0,0,0,0,3,2,0,0,1,1,NULL
198,ahearja01,1940,0,DTE,NBL,15,0,0,79,0,0,0,0,0,0,0,38,0,32,27,15,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,NULL
199,aingeda01,1981,1,BOS,NBA,53,0,564,219,25,31,56,87,37,3,53,86,221,79,65,56,17,5,10,0,129,50,6,7,13,11,2,1,11,21,45,19,13,10,4,2,NULL
200,aingeda01,1982,1,BOS,NBA,80,0,2048,791,83,131,214,251,109,6,98,259,720,357,97,72,29,5,7,0,201,66,2,12,14,25,5,1,6,24,72,28,11,8,5,2,NULL
201,aingeda01,1983,1,BOS,NBA,71,0,1154,384,29,87,116,162,41,4,70,143,361,166,56,46,22,6,19,0,253,91,4,12,16,38,9,2,13,36,90,41,10,7,9,2,NULL
202,aingeda01,1984,1,BOS,NBA,75,0,2564,971,76,192,268,399,122,6,149,228,792,419,136,118,56,15,21,0,687,231,20,38,58,121,32,1,32,76,208,97,39,30,16,7,NULL
203,aingeda01,1985,1,BOS,NBA,80,0,2407,855,47,188,235,405,94,7,129,204,701,353,136,123,73,26,18,0,652,280,22,54,76,93,41,1,31,57,193,107,60,52,34,14,NULL
204,aingeda01,1986,1,BOS,NBA,71,0,2499,1053,49,193,242,400,101,14,141,189,844,410,165,148,192,85,20,0,762,295,13,39,52,92,24,4,41,62,238,116,36,31,73,32,NULL
205,aingeda01,1987,1,BOS,NBA,81,0,3018,1270,59,190,249,503,115,17,153,203,982,482,180,158,357,148,17,0,670,198,15,38,53,109,9,1,41,64,184,71,42,37,57,19,NULL
206,aingeda01,1988,1,BOS,NBA,45,0,1349,714,37,117,154,215,52,1,63,108,589,271,128,114,155,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
207,aingeda01,1988,2,SAC,NBA,28,0,1028,567,34,67,101,187,41,7,82,78,462,209,112,91,150,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
208,aingeda01,1989,1,SAC,NBA,75,0,2727,1342,69,257,326,453,113,18,185,238,1154,506,267,222,289,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
209,aingeda01,1990,1,POR,NBA,80,0,1710,890,45,160,205,285,63,13,100,195,714,337,138,114,251,102,16,0,277,128,1,27,28,31,12,4,24,33,105,47,28,23,36,11,NULL
210,aingeda01,1991,1,POR,NBA,81,0,1595,784,40,108,148,202,73,12,70,148,676,299,131,108,230,78,21,0,449,222,8,32,40,49,15,1,25,58,169,81,47,39,52,21,NULL
211,aingeda01,1992,1,PHO,NBA,80,0,2163,947,49,165,214,260,69,8,113,175,730,337,145,123,372,150,24,0,591,195,20,40,60,56,12,2,22,61,170,64,39,34,80,33,NULL
212,aingeda01,1993,1,PHO,NBA,68,0,1555,606,28,103,131,180,57,8,81,140,537,224,94,78,244,80,10,0,230,86,7,16,23,21,6,1,5,26,59,27,21,15,40,17,NULL
213,aingeda01,1994,1,PHO,NBA,74,0,1374,571,25,84,109,210,46,7,79,155,422,194,130,105,214,78,10,0,137,60,2,8,10,10,5,0,6,15,38,19,11,10,26,12,NULL
214,aitchma01,1967,1,INA,ABA,45,0,637,252,0,0,160,18,0,0,37,69,247,100,77,52,2,0,2,0,4,4,0,0,0,0,0,0,1,0,4,2,0,0,0,0,NULL
215,ajaxwa01,1947,0,MNL,NBL,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
216,ajincal01,2008,1,CHA,NBA,31,0,181,70,9,21,30,3,7,6,12,34,69,25,28,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
217,ajincal01,2009,1,CHA,NBA,6,0,30,10,1,3,4,0,1,1,2,5,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
218,ajincal01,2010,1,CHA,NBA,10,2,75,29,5,12,17,2,3,5,1,13,32,12,3,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
219,ajincal01,2010,2,CHA,NBA,24,0,265,114,12,49,61,8,8,14,17,60,101,47,15,11,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
220,akinhe01,1966,1,NYK,NBA,50,0,453,192,0,0,120,25,0,0,0,82,230,83,37,26,0,0,2,0,16,3,0,0,8,0,0,0,0,3,7,1,2,1,0,0,NULL
221,akinhe01,1967,1,SEA,NBA,36,0,259,112,0,0,57,14,0,0,0,48,137,46,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
222,akinhe01,1968,1,KEN,ABA,2,0,25,4,0,4,4,1,0,0,4,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
223,alabiso01,2010,1,TOR,NBA,12,0,59,6,7,7,14,2,2,2,3,5,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
224,alabiso01,2011,1,TOR,NBA,14,0,122,33,15,32,47,3,2,9,5,11,36,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
225,alarima01,1986,1,DEN,NBA,64,0,1110,503,73,141,214,74,22,28,56,138,443,217,101,67,9,2,3,0,41,20,0,5,5,1,2,2,4,9,15,9,2,2,0,0,NULL
226,alarima01,1987,1,WSB,NBA,63,0,769,327,70,90,160,39,10,12,50,107,300,144,49,35,18,4,1,0,4,3,0,1,1,0,0,0,0,0,2,1,0,0,2,1,NULL
227,alarima01,1988,1,WSB,NBA,74,0,1141,498,103,152,255,63,25,22,62,160,431,206,87,73,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
228,alarima01,1989,1,WSB,NBA,82,0,1893,860,151,223,374,142,60,39,101,219,785,371,133,108,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
229,alarima01,1990,1,WSB,NBA,42,0,587,244,41,76,117,45,15,8,40,88,225,99,48,41,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
230,alcorga01,1959,1,DET,NBA,58,0,670,230,0,0,279,22,0,0,0,123,312,91,84,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
231,alcorga01,1960,1,LAL,NBA,20,0,174,31,0,0,50,2,0,0,0,47,40,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
232,aldrico01,2010,1,OKC,NBA,18,0,141,18,13,22,35,4,5,7,8,30,15,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
233,aldrico01,2011,1,OKC,NBA,26,0,173,57,13,35,48,3,8,16,9,22,42,22,14,13,0,0,5,0,25,10,5,8,13,0,0,0,0,3,9,4,4,2,0,0,NULL
234,aldrila01,2006,1,POR,NBA,63,0,1392,565,144,168,312,24,22,73,43,186,479,241,115,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
235,aldrila01,2007,1,POR,NBA,76,0,2655,1350,218,355,573,122,55,94,126,240,1161,561,298,227,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
236,aldrila01,2008,1,POR,NBA,81,0,3003,1470,234,371,605,157,77,77,121,207,1243,601,334,261,28,7,6,6,237,117,9,36,45,8,3,10,10,16,104,51,20,14,4,1,NULL
237,aldrila01,2009,1,POR,NBA,78,0,2922,1393,192,435,627,160,67,48,104,231,1169,579,304,230,16,5,6,6,229,114,10,26,36,13,7,11,11,16,93,40,44,33,2,1,NULL
238,aldrila01,2010,1,POR,NBA,81,81,3211,1769,278,431,709,170,82,94,153,220,1415,707,444,351,23,4,6,6,258,125,16,29,45,8,8,10,9,19,115,53,24,19,0,0,NULL
239,aldrila01,2011,1,POR,NBA,55,55,1994,1191,150,292,442,134,51,45,111,153,943,483,274,223,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
240,aleksch01,1984,1,GSW,NBA,74,0,1114,377,87,183,270,36,15,15,72,171,337,161,75,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
241,alexaco01,1995,1,SAS,NBA,60,0,560,168,9,33,42,121,27,2,68,94,155,63,25,16,66,26,9,0,70,26,4,5,9,9,2,0,6,8,24,10,7,5,5,1,NULL
242,alexaco01,1996,1,SAS,NBA,80,0,1454,577,29,94,123,254,82,16,146,148,490,194,129,95,252,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
243,alexaco01,1997,1,SAS,NBA,37,0,501,165,7,40,47,71,25,5,47,53,145,60,37,25,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
244,alexaco01,1997,2,DEN,NBA,23,0,797,323,10,89,99,138,45,6,65,45,255,111,65,55,112,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
245,alexaco01,1998,1,DEN,NBA,36,0,778,261,7,67,74,119,35,5,69,77,260,97,44,37,105,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
246,alexaco01,1999,1,DEN,NBA,29,0,329,82,8,34,42,58,24,2,28,39,98,28,22,17,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
247,alexaco01,2000,1,ORL,NBA,26,0,227,52,0,25,25,36,16,0,25,29,56,18,18,12,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
248,alexaco01,2004,1,CHA,NBA,16,0,201,49,8,21,29,37,9,1,19,29,49,16,12,9,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
249,alexaco02,2000,1,DAL,NBA,38,0,472,160,20,43,63,21,16,3,21,76,178,62,45,33,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
250,alexaco02,2000,2,WAS,NBA,27,0,910,458,22,58,80,41,29,2,54,63,395,177,105,90,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
251,alexaco02,2001,1,WAS,NBA,56,0,1325,549,43,105,148,86,35,7,60,113,474,223,121,98,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
252,alexaco02,2002,1,NOH,NBA,66,0,1360,523,39,79,118,79,31,6,68,125,505,193,146,118,57,19,5,0,39,18,2,2,4,1,2,0,1,6,16,7,4,3,1,1,NULL
253,alexaga01,1993,1,MIA,NBA,4,0,12,2,1,2,3,1,0,0,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
254,alexaga01,1993,2,CLE,NBA,7,0,43,17,6,6,12,1,3,0,7,7,12,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
255,alexajo01,2008,1,MIL,NBA,59,0,717,278,44,71,115,42,15,29,52,107,245,102,83,58,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
256,alexajo01,2009,1,CHI,NBA,8,0,29,4,2,3,5,2,1,1,0,9,6,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
257,alexame01,1938,0,INK,NBL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
258,alexavi01,1991,1,GSW,NBA,80,0,1350,589,106,230,336,32,45,62,91,176,459,243,149,103,1,0,4,0,24,7,1,5,6,1,2,0,2,8,5,3,1,1,0,0,NULL
259,alexavi01,1992,1,GSW,NBA,72,0,1753,809,132,288,420,93,34,53,120,218,667,344,162,111,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
260,alexavi01,1993,1,GSW,NBA,69,0,1318,602,114,194,308,66,28,32,86,168,502,266,129,68,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
261,alexavi01,1994,1,GSW,NBA,50,0,1237,502,87,204,291,60,28,29,76,145,447,230,60,36,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
262,alexavi01,2001,1,DET,NBA,15,0,97,40,7,22,29,6,0,1,5,6,51,18,8,4,2,0,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NULL
263,alforst01,1987,1,DAL,NBA,28,0,197,59,3,20,23,23,17,3,12,23,55,21,17,16,8,1,4,0,12,6,1,1,2,2,0,0,1,0,8,3,0,0,2,0,NULL
264,alforst01,1988,1,DAL,NBA,9,0,38,7,0,3,3,9,1,0,1,3,11,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
265,alforst01,1988,2,GSW,NBA,57,0,868,359,10,59,69,83,44,3,44,54,313,145,59,49,53,20,6,0,52,25,2,2,4,5,2,0,1,7,22,9,4,3,9,4,NULL
266,alforst01,1989,1,DAL,NBA,41,0,302,168,2,23,25,39,15,3,16,22,138,63,37,35,22,7,3,0,42,23,1,2,3,8,1,0,3,4,18,8,5,5,6,2,NULL
267,alforst01,1990,1,DAL,NBA,34,0,236,151,10,14,24,22,8,1,16,11,117,59,31,26,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
268,alixlo01,1962,0,PHT,ABL1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
269,allaija01,1961,0,SFS,ABL1,17,0,101,25,0,0,38,5,0,0,0,39,23,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
270,allenbi01,1967,1,ANA,ABA,38,0,857,300,0,0,269,23,0,0,38,121,280,120,99,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
271,allenbo01,1968,1,SFW,NBA,27,0,232,48,0,0,56,10,0,0,0,27,43,14,36,20,0,0,3,0,19,4,0,0,6,0,0,0,0,2,4,0,7,4,0,0,NULL
272,allenfr01,1950,0,AND,NPBL,20,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
273,allenje01,1995,1,MIN,NBA,41,0,362,108,5,20,25,49,21,5,34,42,105,36,36,26,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
274,allenje01,1996,1,IND,NBA,51,0,692,164,13,52,65,109,27,0,56,67,147,57,47,27,59,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
275,allenje01,1996,2,DEN,NBA,25,0,251,64,12,21,33,43,4,4,13,17,74,21,25,15,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
276,allenla01,2011,1,PHI,NBA,41,15,624,169,47,124,171,34,13,18,20,73,167,79,14,11,0,0,12,1,236,75,21,38,59,3,10,11,5,30,61,34,12,7,0,0,NULL
277,allenlu01,1969,1,SEA,NBA,81,0,1817,794,0,0,211,342,0,0,0,201,692,306,249,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
278,allenlu01,1970,1,MIL,NBA,61,0,1162,433,0,0,152,161,0,0,0,108,398,178,110,77,0,0,14,0,312,102,0,0,40,52,0,0,0,30,81,41,28,20,0,0,NULL
