year,lgID,tmID,franchID,confID,divID,rank,confRank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmRebound,d_tmRebound,homeWon,homeLost,awayWon,awayLost,neutWon,neutLoss,confWon,confLoss,divWon,divLoss,pace,won,lost,games,min,arena,attendance,bbtmID
1961,ABL1,CLP,CLP,NULL,EA,1,0,WC,"Cleveland Pipers",3234,7251,2260,2894,128,418,0,0,4050,1303,2095,0,0,0,8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613,148,0,0,0,0,0,0,0,0,0,0,0,0,45,36,81,19490,"Cleveland Arena",0,NULL
1961,NBA,DET,DET,NULL,WD,3,0,DF,"Detroit Pistons",3472,8366,2290,3142,0,0,0,0,5823,1723,2040,0,0,0,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9369,871,0,16,14,8,17,13,12,0,0,24,22,0,37,43,80,19250,"Cobo Arena",32767,DET
1961,ABL1,HAW,LBC,NULL,WE,3,0,C1,"Hawaii Chiefs",3012,7531,1970,2595,159,592,0,0,3899,963,2120,0,0,0,8153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8365,143,0,0,0,0,0,0,0,0,0,0,0,0,29,53,82,19730,"Honolulu City Auditorium",0,NULL
1961,ABL1,KCS,KCS,NULL,WE,1,0,LC,"Kansas City Steers",3101,7275,1836,2482,220,707,0,0,4179,1501,2029,0,0,0,8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888,153,0,0,0,0,0,0,0,0,0,0,0,0,54,25,79,18910,"Municipal Auditorium",0,NULL
1961,ABL1,LAJ,LAJ,NULL,WE,4,0,NULL,"Los Angeles Jets",1446,3446,1117,1374,114,315,0,0,2064,686,943,0,0,0,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973,76,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39,9410,"Los Angeles Memorial Sports Arena",0,NULL
1961,NBA,LAL,LAL,NULL,WD,1,0,F,"Los Angeles Lakers",3552,8315,2378,3240,0,0,0,0,5600,1878,2057,0,0,0,9482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306,548,0,26,5,18,13,10,8,0,0,33,13,0,54,26,80,19425,"Los Angeles Memorial Sports Arena",32767,LAL
1961,NBA,NYK,NYK,NULL,ED,4,0,NULL,"New York Knicks",3638,8696,1911,2693,0,0,0,0,5440,1765,2056,0,0,0,9187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574,803,769,19,14,2,23,8,14,0,0,11,25,0,29,51,80,19250,"Madison Square Garden (III)",32767,NYK
1961,ABL1,PGR,PGR,NULL,EA,2,0,C1,"Pittsburgh Rens",3078,7021,2053,2700,220,699,0,0,3746,1096,1975,0,0,0,8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8453,137,0,0,0,0,0,0,0,0,0,0,0,0,41,40,81,19490,"Pittsburgh Civic Arena",0,NULL
1961,NBA,PHW,GSW,NULL,ED,2,0,DF,"Philadelphia Warriors",3917,8929,2201,3207,0,0,0,0,5939,2073,2013,0,0,0,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9813,834,0,18,11,18,19,13,1,0,0,18,18,0,49,31,80,19450,"Philadelphia Civic Center",32767,PHW
1961,ABL1,SFS,OAO,NULL,WE,2,0,CS,"San Francisco Saints",2835,6633,2019,2580,139,526,0,0,4077,1760,2015,0,0,0,7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,149,0,0,0,0,0,0,0,0,0,0,0,0,38,38,76,18290,"San Francisco Civic Auditorium",0,NULL
1961,NBA,STL,ATL,NULL,WD,4,0,NULL,"St. Louis Hawks",3641,8461,2226,2939,0,0,0,0,5557,1996,2166,0,0,0,9508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9770,839,0,19,16,7,27,3,8,0,0,16,30,0,29,51,80,19250,"Kiel Auditorium",32767,STL
1961,NBA,SYR,PHI,NULL,ED,3,0,DS,"Syracuse Nationals",3706,8875,2246,2880,0,0,0,0,5764,1791,2344,0,0,0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9473,712,0,18,10,11,19,12,10,0,0,17,19,0,41,39,80,19275,"Onondaga War Memorial",32767,SYR
1961,ABL1,WNY,PHT,NULL,EA,4,0,CF,"Washington/New York Tapers",2945,7515,2172,2955,154,537,0,0,3868,1157,2079,0,0,0,8216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8571,141,0,0,0,0,0,0,0,0,0,0,0,0,31,50,81,19490,"Washington Coliseum/Long Island Arena",0,NULL
1962,NBA,BOS,BOS,NULL,ED,1,0,NC,"Boston Celtics",3746,8779,2012,2777,0,0,0,0,5818,1960,2090,0,0,0,9504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8930,713,0,25,5,21,16,12,1,0,0,25,11,0,58,22,80,19275,"Boston Garden",32767,BOS
1962,ABL1,CHM,CHM,NULL,NULL,6,0,NULL,"Chicago Majors",972,2651,604,832,138,457,0,0,1342,368,640,0,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,53,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,6720,"Chicago International Amphitheater",0,NULL
1962,NBA,CHZ,WAS,NULL,WD,5,0,NULL,"Chicago Zephyrs",3371,7448,2053,2944,0,0,0,0,5145,1773,2065,0,0,0,8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9122,742,0,17,17,3,23,5,15,0,0,13,27,0,25,55,80,19300,"Chicago Coliseum",32767,CHZ
1962,NBA,CIN,SAC,NULL,ED,3,0,DF,"Cincinnati Royals",3672,7998,2183,2923,0,0,0,0,5561,1931,2203,0,0,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9426,651,0,23,10,15,19,4,9,0,0,20,16,0,42,38,80,19325,"Cincinnati Gardens",32767,CIN
1962,NBA,DET,DET,NULL,WD,3,0,DS,"Detroit Pistons",3534,8188,2044,2852,0,0,0,0,5315,1731,2181,0,0,0,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9408,790,0,14,16,8,19,12,11,0,0,19,27,0,34,46,80,19300,"Cobo Arena",32767,DET
1962,ABL1,KCS,KCS,NULL,NULL,1,0,NULL,"Kansas City Steers",1290,2942,740,1012,72,287,0,0,1747,702,724,0,0,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,68,0,0,0,0,0,0,0,0,0,0,0,0,22,9,31,7440,"Municipal Auditorium",0,NULL
1962,NBA,LAL,LAL,NULL,WD,1,0,F,"Los Angeles Lakers",3506,7948,2230,2931,0,0,0,0,5282,1739,1775,0,0,0,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992,711,0,27,7,20,17,6,3,0,0,33,13,0,53,27,80,19350,"Los Angeles Memorial Sports Arena",32767,LAL
1962,ABL1,LBC,LBC,NULL,NULL,2,0,NULL,"Long Beach Chiefs",901,2186,546,753,74,243,0,0,1212,307,624,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347,48,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24,5760,"Long Beach Sports Arena",0,NULL
1962,NBA,NYK,NYK,NULL,ED,4,0,NULL,"New York Knicks",3433,8007,1971,2778,0,0,0,0,4952,1658,2144,0,0,0,8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9417,754,759,12,22,5,28,4,9,0,0,6,30,0,21,59,80,19300,"Madison Square Garden (III)",32767,NYK
1962,ABL1,OAO,OAO,NULL,NULL,4,0,NULL,"Oakland Oaks",973,2337,522,729,36,126,0,0,1477,457,650,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,58,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,6000,"Oakland Auditorium",0,NULL
1962,ABL1,PGR,PGR,NULL,NULL,3,0,NULL,"Pittsburgh Rens",860,2026,528,701,37,119,0,0,1200,325,721,0,0,0,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,47,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,5280,"Pittsburgh Civic Arena",0,NULL
1962,ABL1,PHT,PHT,NULL,NULL,5,0,NULL,"Philadelphia Tapers",1016,2491,576,859,46,147,0,0,1548,387,661,0,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,61,0,0,0,0,0,0,0,0,0,0,0,0,10,18,28,6720,"Convention Hall",0,NULL
1962,NBA,SFW,GSW,NULL,WD,4,0,NULL,"San Francisco Warriors",3805,8449,1870,2797,0,0,0,0,5359,1906,1882,0,0,0,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9647,599,0,13,20,11,25,7,4,0,0,18,28,0,31,49,80,19425,"Cow Palace",32767,SFW
1962,NBA,STL,ATL,NULL,WD,2,0,DF,"St. Louis Hawks",3355,7780,2056,2820,0,0,0,0,5096,1902,2077,0,0,0,8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624,693,0,30,7,13,18,5,7,0,0,29,17,0,48,32,80,19200,"Kiel Auditorium",32767,STL
1962,NBA,SYR,PHI,NULL,ED,2,0,DS,"Syracuse Nationals",3690,8290,2350,3005,0,0,0,0,5516,1742,2277,0,0,0,9730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9427,969,0,23,5,13,19,12,8,0,0,21,15,0,48,32,80,19225,"Onondaga War Memorial",32767,SYR
1963,NBA,BAL,WAS,NULL,WD,4,0,NULL,"Baltimore Bullets",3456,7862,2036,2958,0,0,0,0,5460,1423,2073,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091,571,0,20,19,8,21,3,9,0,0,16,24,0,31,49,80,19325,"Baltimore Civic Center",32767,BLT
1963,NBA,BOS,BOS,NULL,ED,1,0,NC,"Boston Celtics",3619,8770,1804,2489,0,0,0,0,5736,1760,2125,0,0,0,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410,608,0,26,4,21,17,12,0,0,0,25,11,0,59,21,80,19275,"Boston Garden",32767,BOS
1963,NBA,CIN,SAC,NULL,ED,2,0,DF,"Cincinnati Royals",3516,7761,2146,2828,0,0,0,0,5400,1916,2139,0,0,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8772,576,0,26,7,18,18,11,0,0,0,27,9,0,55,25,80,19225,"Cincinnati Gardens",32767,CIN
1963,NBA,DET,DET,NULL,WD,5,0,NULL,"Detroit Pistons",3346,7943,1928,2685,0,0,0,0,5145,1633,2235,0,0,0,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238,685,0,9,21,6,25,8,11,0,0,13,33,0,23,57,80,19300,"Cobo Arena",32767,DET
1963,NBA,LAL,LAL,NULL,WD,3,0,DS,"Los Angeles Lakers",3272,7438,2230,2910,0,0,0,0,5025,1676,1997,0,0,0,8774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8692,629,0,24,12,15,21,3,5,0,0,24,22,0,42,38,80,19275,"Los Angeles Memorial Sports Arena",32767,LAL
1963,NBA,NYK,NYK,NULL,ED,4,0,NULL,"New York Knicks",3512,7888,1952,2852,0,0,0,0,5067,1563,2222,0,0,0,8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9521,569,629,10,25,8,27,4,6,0,0,7,29,0,22,58,80,19275,"Madison Square Garden (III)",32767,NYK
1963,NBA,PHI,PHI,NULL,ED,3,0,DS,"Philadelphia 76ers",3394,8116,2184,2851,0,0,0,0,5132,1643,2251,0,0,0,8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9323,619,621,18,12,12,22,4,12,0,0,13,23,0,34,46,80,19225,"Convention Hall",32767,PHI
1963,NBA,SFW,GSW,NULL,WD,1,0,F,"San Francisco Warriors",3407,7779,1800,2821,0,0,0,0,5499,1899,1978,0,0,0,8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205,601,0,25,14,21,15,2,3,0,0,29,17,0,48,32,80,19325,"Cow Palace",32767,SFW
1963,NBA,STL,ATL,NULL,WD,2,0,DF,"St. Louis Hawks",3341,7776,2115,2795,0,0,0,0,4959,1901,2266,0,0,0,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8669,671,0,27,12,17,19,2,3,0,0,30,16,0,46,34,80,19325,"Kiel Auditorium",32767,STL
1964,NBA,BAL,WAS,NULL,WD,3,0,DF,"Baltimore Bullets",3421,7734,2245,3144,0,0,0,0,5298,1676,2119,0,0,0,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9264,634,0,23,14,12,19,2,10,0,0,22,18,0,37,43,80,19375,"Baltimore Civic Center",32767,BLT
1964,NBA,BOS,BOS,NULL,ED,1,0,NC,"Boston Celtics",3567,8609,1890,2587,0,0,0,0,5748,1772,2065,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,654,0,27,3,27,11,8,4,0,0,20,10,0,62,18,80,19275,"Boston Garden",32767,BOS
1964,NBA,CIN,SAC,NULL,ED,2,0,DS,"Cincinnati Royals",3482,7797,2170,2866,0,0,0,0,5387,1843,1992,0,0,0,9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,601,0,25,7,17,21,6,4,0,0,16,14,0,48,32,80,19325,"Cincinnati Gardens",32767,CIN
1964,NBA,DET,DET,NULL,WD,4,0,NULL,"Detroit Pistons",3467,8297,1747,2537,0,0,0,0,5394,1609,2058,0,0,0,8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954,690,0,13,17,11,20,7,12,0,0,18,22,0,31,49,80,19325,"Cobo Arena",32767,DET
1964,NBA,LAL,LAL,NULL,WD,1,0,F,"Los Angeles Lakers",3336,7628,2276,2984,0,0,0,0,5231,1601,1998,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8795,618,0,25,13,21,16,3,2,0,0,25,15,0,49,31,80,19350,"Los Angeles Memorial Sports Arena",32767,LAL
1964,NBA,NYK,NYK,NULL,ED,4,0,NULL,"New York Knicks",3339,7834,1915,2684,0,0,0,0,5206,1550,2283,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886,674,638,16,19,8,22,7,8,0,0,10,20,0,31,49,80,19500,"Madison Square Garden (III)",32767,NYK
1964,NBA,PHI,PHI,NULL,ED,3,0,DF,"Philadelphia 76ers",3391,8028,2221,3011,0,0,0,0,5246,1692,2096,0,0,0,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9015,612,0,13,12,9,21,18,7,0,0,14,16,0,40,40,80,19275,"Convention Hall",32767,PHI
1964,NBA,SFW,GSW,NULL,WD,5,0,NULL,"San Francisco Warriors",3323,8245,1819,2844,0,0,0,0,5715,1653,2002,0,0,0,8465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,664,0,10,26,5,31,2,6,0,0,7,33,0,17,63,80,19350,"San Francisco Civic Auditorium",32767,SFW
1964,NBA,STL,ATL,NULL,WD,2,0,DS,"St. Louis Hawks",3269,7710,2168,2947,0,0,0,0,5208,1691,2069,0,0,0,8706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,723,0,26,14,15,17,4,4,0,0,28,12,0,45,35,80,19225,"Kiel Auditorium",32767,STL
1965,NBA,BAL,WAS,NULL,WD,2,0,DS,"Baltimore Bullets",3599,8210,2267,3186,0,0,0,0,5542,1890,2199,0,0,0,9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560,654,0,29,9,4,25,5,8,0,0,20,20,0,38,42,80,19250,"Baltimore Civic Center",32767,BLT
1965,NBA,BOS,BOS,NULL,ED,2,0,NC,"Boston Celtics",3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225,"Boston Garden",32767,BOS
1965,NBA,CIN,SAC,NULL,ED,3,0,DS,"Cincinnati Royals",3610,8123,2204,2906,0,0,0,0,5559,1818,2033,0,0,0,9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9331,583,0,25,6,11,23,9,6,0,0,16,14,0,45,35,80,19275,"Cincinnati Gardens",32767,CIN
1965,NBA,DET,DET,NULL,WD,5,0,NULL,"Detroit Pistons",3475,8502,1877,2734,0,0,0,0,5427,1569,2016,0,0,0,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,680,0,13,17,4,22,5,19,0,0,11,29,0,22,58,80,19200,"Cobo Arena",32767,DET
1965,NBA,LAL,LAL,NULL,WD,1,0,F,"Los Angeles Lakers",3597,8109,2363,3057,0,0,0,0,5334,1936,2035,0,0,0,9557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309,611,0,28,11,13,21,4,3,0,0,29,11,0,45,35,80,19250,"Los Angeles Memorial Sports Arena",32767,LAL
1965,NBA,NYK,NYK,NULL,ED,4,0,NULL,"New York Knicks",3559,7910,2217,3078,0,0,0,0,5119,1896,2227,0,0,0,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9543,708,634,20,14,4,30,6,6,0,0,5,25,0,30,50,80,19275,"Madison Square Garden (III)",32767,NYK
1965,NBA,PHI,PHI,NULL,ED,1,0,DF,"Philadelphia 76ers",3650,8189,2087,3141,0,0,0,0,5652,1905,2095,0,0,0,9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013,638,0,22,3,20,17,13,5,0,0,20,10,0,55,25,80,19250,"Convention Hall",32767,PHI
1965,NBA,SFW,GSW,NULL,WD,4,0,NULL,"San Francisco Warriors",3557,8512,2129,2879,0,0,0,0,5727,1872,2069,0,0,0,9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9455,640,0,12,14,8,19,15,12,0,0,21,19,0,35,45,80,19225,"San Francisco Civic Auditorium",32767,SFW
1965,NBA,STL,ATL,NULL,WD,3,0,DF,"St. Louis Hawks",3379,7836,2155,2870,0,0,0,0,5167,1782,2179,0,0,0,8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8958,693,0,22,10,6,22,8,12,0,0,19,21,0,36,44,80,19200,"Kiel Auditorium",32767,STL
1966,NBA,BAL,WAS,NULL,ED,5,0,NULL,"Baltimore Bullets",3664,8578,2025,2771,0,0,0,0,5342,1652,2153,0,0,0,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881,593,0,12,20,3,30,5,11,0,0,7,29,0,20,61,81,19540,"Baltimore Civic Center",32767,BLT
1966,NBA,BOS,BOS,NULL,ED,2,0,DF,"Boston Celtics",3724,8325,2216,2963,0,0,0,0,5703,1962,2138,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012,724,0,27,4,25,11,8,6,0,0,30,6,0,60,21,81,19615,"Boston Garden",32767,BOS
1966,NBA,CHI,CHI,NULL,WD,4,0,DS,"Chicago Bulls",3565,8505,2037,2784,0,0,0,0,5295,1827,2205,0,0,0,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9470,749,0,17,19,9,17,7,12,0,0,17,19,0,33,48,81,19490,"International Amphitheatre",32767,CHI
1966,NBA,CIN,SAC,NULL,ED,3,0,DS,"Cincinnati Royals",3654,8137,2179,2806,0,0,0,0,5198,1858,2073,0,0,0,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9508,536,0,20,11,12,24,7,7,0,0,14,22,0,39,42,81,19515,"Cincinnati Gardens",32767,CIN
1966,NBA,DET,DET,NULL,WD,5,0,NULL,"Detroit Pistons",3523,8542,1969,2725,0,0,0,0,5511,1465,2198,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463,697,0,12,18,9,19,9,14,0,0,14,22,0,30,51,81,19590,"Cobo Arena",32767,DET
1966,NBA,LAL,LAL,NULL,WD,3,0,DS,"Los Angeles Lakers",3786,8466,2192,2917,0,0,0,0,5415,1906,2168,0,0,0,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736,604,0,21,18,12,20,3,7,0,0,14,22,0,36,45,81,19565,"Los Angeles Memorial Sports Arena",32767,LAL
1966,NBA,NYK,NYK,NULL,ED,4,0,DS,"New York Knicks",3637,8025,2151,2980,0,0,0,0,5178,1782,2110,0,0,0,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672,640,644,20,15,9,24,7,6,0,0,11,25,0,36,45,81,19490,"Madison Square Garden (III)",32767,NYK
1966,NBA,PHI,PHI,NULL,ED,1,0,NC,"Philadelphia 76ers",3912,8103,2319,3411,0,0,0,0,5701,2138,1906,0,0,0,10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,600,0,28,2,26,8,14,3,0,0,28,8,0,68,13,81,19515,"Convention Hall",32767,PHI
1966,NBA,SFW,GSW,NULL,WD,1,0,F,"San Francisco Warriors",3814,8818,2283,3021,0,0,0,0,5974,1876,2120,0,0,0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9679,604,0,18,10,11,19,15,8,0,0,24,12,0,44,37,81,19590,"Oakland-Alameda County Coliseum Arena",32767,SFW
1966,NBA,STL,ATL,NULL,WD,2,0,DF,"St. Louis Hawks",3547,8004,2110,2979,0,0,0,0,5219,1708,2173,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9334,694,0,18,11,12,21,9,10,0,0,21,15,0,39,42,81,19540,"Kiel Auditorium",32767,STL
1967,ABA,ANA,UTS,NULL,WD,5,0,NULL,"Anaheim Amigos",3172,7606,2141,2916,219,716,0,0,4158,1297,2174,0,1516,0,8704,3388,7768,2182,99,365,3100,0,0,4449,1308,1977,0,1461,0,9057,0,0,12,19,7,27,6,7,0,0,19,29,0,25,53,78,18795,"Anaheim Convention Center",0,ANA
1967,NBA,BAL,WAS,NULL,ED,6,0,NULL,"Baltimore Bullets",3691,8428,2245,2994,0,0,0,0,5431,1534,2127,0,0,0,9627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9659,578,0,17,19,12,23,7,4,0,0,15,25,0,36,46,82,19755,"Baltimore Civic Center",32767,BLT
1967,NBA,BOS,BOS,NULL,ED,2,0,NC,"Boston Celtics",3686,8371,2151,2983,0,0,0,0,5666,1798,2147,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186,707,0,28,9,20,16,6,3,0,0,24,16,0,54,28,82,19705,"Boston Garden",32767,BOS
1967,NBA,CHI,CHI,NULL,WD,4,0,DS,"Chicago Bulls",3488,8138,2006,2718,0,0,0,0,5117,1527,2130,0,0,0,8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,660,0,11,22,12,23,6,8,0,0,11,29,0,29,53,82,19805,"Chicago Stadium",32767,CHI
1967,NBA,CIN,SAC,NULL,ED,5,0,NULL,"Cincinnati Royals",3679,7864,2204,2892,0,0,0,0,5129,2048,2016,0,0,0,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9631,610,0,18,12,13,23,8,8,0,0,18,22,0,39,43,82,19805,"Cincinnati Gardens",32767,CIN
1967,NBA,DET,DET,NULL,ED,4,0,DS,"Detroit Pistons",3755,8386,2215,3129,0,0,0,0,5452,1700,2240,0,0,0,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,790,0,21,11,12,23,7,8,0,0,15,25,0,40,42,82,19780,"Cobo Arena",32767,DET
1967,ABA,DLC,SAS,NULL,WD,2,0,DF,"Dallas Chaparrals",3260,7167,2027,2810,29,120,0,0,4030,1344,1997,0,1431,0,8576,3092,7492,2153,133,525,2954,0,0,3973,1277,1887,0,1248,0,8470,0,0,29,10,17,20,0,2,0,0,31,17,0,46,32,78,18895,"Moody Coliseum",0,DLC
1967,ABA,DNR,DEN,NULL,WD,3,0,DS,"Denver Rockets",3119,7271,1981,2725,25,149,0,0,4121,1044,1992,0,1293,0,8244,2853,7133,2092,116,410,2916,0,0,3933,993,1903,0,1365,0,7914,0,0,31,8,13,22,1,3,0,0,30,18,0,45,33,78,18820,"Denver Auditorium Arena",32767,DNR
1967,ABA,HSM,SSL,NULL,WD,4,0,DS,"Houston Mavericks",3094,7731,1774,2537,112,389,0,0,4207,1175,1906,0,1093,0,8074,3118,7261,2066,105,344,2798,0,0,4448,1252,1839,0,1387,0,8407,0,0,23,16,6,32,0,1,0,0,15,33,0,29,49,78,18845,"Hofheinz Pavilion",0,HMV
1967,ABA,INA,IND,NULL,ED,3,0,DS,"Indiana Pacers",3174,7397,2102,2971,96,360,0,0,4257,1176,1788,0,1402,0,8546,3311,7844,1767,141,417,2473,0,0,4131,1257,2013,0,1290,0,8530,0,0,24,8,10,26,4,6,0,0,19,23,0,38,40,78,18845,"Indiana State Fair Coliseum",32767,IND
1967,ABA,KEN,KEN,NULL,ED,4,0,DS,"Kentucky Colonels",3044,7427,1921,2677,141,461,0,0,4404,1165,1928,0,1319,0,8150,2997,7236,2112,101,393,2890,0,0,4262,1043,1880,0,1350,0,8207,0,0,25,14,10,26,1,2,0,0,17,25,0,36,42,78,18795,"Louisville Convention Center",0,KEN
1967,NBA,LAL,LAL,NULL,WD,2,0,F,"Los Angeles Lakers",3827,8031,2283,3143,0,0,0,0,5225,1983,2152,0,0,0,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477,654,0,30,11,18,19,4,0,0,0,28,12,0,52,30,82,19865,"The Forum",32767,LAL
1967,ABA,MNM,FLO,NULL,ED,2,0,DF,"Minnesota Muskies",3248,8084,1896,2968,77,271,0,0,4828,1019,1860,0,1313,0,8469,3019,7334,1989,136,468,2779,0,0,3910,1134,2012,0,1317,0,8163,0,0,32,7,15,21,3,0,0,0,24,18,0,50,28,78,18895,"Metropolitan Sports Center",0,MNM
1967,ABA,NJA,NJN,NULL,ED,4,0,NULL,"New Jersey Americans",3189,7727,2138,2876,125,456,0,0,4075,1200,2051,0,1231,0,8641,3285,7659,2086,112,369,2955,0,0,4406,1095,1952,0,1292,0,8768,0,0,26,13,9,26,1,3,0,0,17,25,0,36,42,78,18745,"Teaneck Armory",32767,NJA
1967,ABA,NOB,MMS,NULL,WD,1,0,F,"New Orleans Buccaneers",3207,7521,2245,3000,53,220,0,0,4453,1355,1839,0,1416,0,8712,3144,7784,1951,95,341,2699,0,0,4328,1084,2043,0,1372,0,8334,0,0,23,6,14,20,11,4,0,0,34,14,0,48,30,78,18820,"Loyola Field House",0,NOB
1967,NBA,NYK,NYK,NULL,ED,3,0,DS,"New York Knicks",3682,8070,2159,3042,0,0,0,0,5122,1967,2364,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9374,715,659,20,17,21,16,2,6,0,0,19,21,0,43,39,82,19880,"Madison Square Garden (III)",32767,NYK
1967,ABA,OAK,VIR,NULL,WD,6,0,NULL,"Oakland Oaks",3215,7680,2109,2850,103,353,0,0,4164,1149,1957,0,1429,0,8642,3512,8085,2036,100,315,2894,0,0,4498,1363,1946,0,1231,0,9160,0,0,12,18,4,32,6,6,0,0,15,33,0,22,56,78,18820,"Oakland-Alameda County Coliseum Arena",0,OAK
1967,NBA,PHI,PHI,NULL,ED,1,0,DF,"Philadelphia 76ers",3965,8414,2121,3338,0,0,0,0,5914,2197,1851,0,0,0,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9346,760,0,27,8,25,12,10,0,0,0,29,11,0,62,20,82,19780,"The Spectrum",32767,PHI
1967,ABA,PTP,PTC,NULL,ED,1,0,AC,"Pittsburgh Pipers",3230,7528,2028,2839,243,790,0,0,4260,1239,1846,0,1310,0,8731,3233,7543,1928,85,338,2711,0,0,4619,1357,1886,0,1440,0,8479,0,0,31,6,20,16,3,2,0,0,28,14,0,54,24,78,18795,"Pittsburgh Civic Arena",0,PIT
